hasNavigationBar,getWifiServiceMessenger,setInTouchMode,sendto,addClient,openSession,getActivePhoneType,getSubscriberId,CREATE_FOLDER_____,sigprocmask,fsync,mkdir,getAnimationScale,fchmod,ACCESS_PERSONAL_INFO___,TERMINATE_THREAD,getLine1Number,CREATE_THREAD_____,FS_ACCESS(CREATE)____,access,setComponentEnabledSetting,exit,chmod,munmap,registerInputDevicesChangedListener,sigaltstack,clone,getActiveNetworkInfo,FS_ACCESS(CREATE__WRITE)__,ioctl,rename,FS_ACCESS()____,statfs64,__arm_nr_set_tls,getpriority,getIccSerialNumber,prctl,getDeviceId,mmap2,pread64,gettid,mprotect,lseek,getuid32,brk,getReceiverInfo,unlink,getDisplayInfo,read,setpgid,write,getpid,dup,getInputDeviceIds,writev,FS_ACCESS(WRITE)____,epoll_ctl,clock_gettime,startInput,set,FS_ACCESS(CREATE__READ)__,setsockopt,NETWORK_ACCESS(WRITE)____,FS_PIPE_ACCESS___,NETWORK_ACCESS(READ__WRITE)__,isAdminActive,windowGainedFocus,epoll_wait,socketpair,FS_ACCESS(CREATE__READ__WRITE),setpriority,madvise,shutdown,close,fcntl64,open,stat64,getApplicationInfo,FS_ACCESS____,getInstalledPackages,socket,fdatasync,getsockopt,recvfrom,getActivityInfo,addToDisplay,fchown32,getsockname,getdents64,getPackageInfo,flock,FS_PIPE_ACCESS(READ__WRITE)_,pipe,checkOperation,lstat64,epoll_create,getAllNetworkInfo,FS_ACCESS(READ)____,NETWORK_ACCESS____,getegid32,Class
1,1,0,1,1,1,3,2,10,736,10,12,1,1,6784,17,1,38,11,62,0,17,15,266,0,55,38,20323,16,106738,2,2,1,38,108,0,120,6775,368,215,69,278,8,83,147,0,4,6791,132,0,238,85,20,0,152,6,4,67383,0,1,0,94,1,1,94,0,1,62,0,0,35,532,0,186,177,84,64,0,25,2,97,15,5,41,0,1,8,2,2,6780,2,1,2,0,25,1,0,17,2,0,1
1,1,0,771,1,1,3,0,3,102,9,3,1,0,391,4,1,20,3,2320,0,4,11,47,0,24,20,1155,11,5899,7,7,0,20,53,0,102,384,130,27,46,450,8,97,93,0,7,395,565,0,207,85,10,0,35,6,5,3058,0,0,0,858,386,1,88,0,4,72,0,0,17,1071,0,527,1638,52,2336,0,15,1,474,0,772,441,0,2,0,770,2,387,2,1,2,0,12,1,0,15,0,0,1
1,1,1,373,1,1,0,1,11,239,5,13,1,0,2,9,0,58,52,100,0,9,10,313,1,67,58,65,14,999,4,42,0,58,165,0,210,1,514,143,557,506,84,5526,369,0,46,131,11377,0,6974,5547,37,1,272,7,208,88043,1,0,0,248,13,1,99,0,8,19107,14,6,74,544,8,1797,609,1654,128,6,59,2,109,20,70,1566,4,8,0,67,70,5,2,9,10,0,290,9,0,1504,11,12,1
1,1,1,383,1,1,3,2,10,470,6,12,1,0,11,12,0,27,7,59,0,12,10,137,1,39,27,20,17,1190,2,2,0,27,92,0,152,2,256,59,77,432,45,490,151,0,2,13,437,0,653,491,25,1,88,12,9,4278,0,0,0,45,21,1,10,0,3,1179,0,0,30,222,20,145,93,101,48,5,29,2,35,0,40,1526,0,5,0,30,6,4,2,2,3,0,21,2,0,31,1,0,1
1,0,0,1,1,1,0,0,3,298,1,5,1,0,2,7,0,24,5,21,0,7,3,136,0,33,24,1,3,1462,0,0,2,26,124,0,111,2,272,77,54,303,8,107,67,0,0,11,68,0,242,101,22,0,66,7,5,1286,0,0,0,4,1,5,4,0,1,72,0,0,21,230,0,231,18,84,46,3,32,0,5,0,3,45,0,3,0,0,6,2,2,1,10,0,4,1,0,32,0,0,1
1,0,0,1,1,0,0,0,0,125,0,0,0,0,0,1,0,9,1,3,0,1,0,55,0,10,9,0,2,60,0,0,0,9,22,0,93,0,85,49,24,167,8,31,34,0,0,6,18,0,42,14,0,0,8,6,1,163,0,0,0,0,1,1,0,0,0,8,0,0,6,41,0,18,5,22,27,0,3,1,1,0,3,0,2,0,0,0,2,1,2,1,2,0,3,1,0,8,0,0,1
1,1,1,185,1,1,0,1,7,392,6,9,1,0,3,11,1,29,7,49,0,11,10,128,1,40,29,8,12,1244,1,1,0,29,177,0,115,1,223,52,74,286,8,519,147,0,1,8,229,0,603,530,47,1,141,7,25,3502,0,0,0,8,5,4,2,0,6,836,0,0,36,175,0,172,52,87,54,5,32,2,13,0,16,952,0,9,0,8,6,5,2,5,9,0,25,8,0,25,0,0,1
1,1,1,367,1,1,0,1,10,234,9,12,1,0,2,15,0,57,14,100,0,15,14,161,1,72,57,28,17,440,8,7,0,57,86,0,159,1,341,18,335,356,84,1268,452,0,11,17,3441,0,1412,1289,28,1,86,7,43,19123,2,0,0,31,7,1,14,0,3,4020,14,6,68,341,0,1147,258,1114,118,6,57,2,18,20,16,843,2,4,0,15,50,5,2,9,10,0,49,9,0,1002,11,12,1
0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,8,2,3,0,0,1,2,0,8,8,0,2,30,0,0,0,8,15,0,90,0,32,1,21,44,8,21,10,0,0,5,16,0,28,9,0,0,8,6,1,15,0,0,0,0,1,2,0,0,0,3,0,0,5,29,0,18,5,23,15,0,3,0,1,0,3,0,0,0,0,0,2,1,2,0,2,0,3,1,0,8,0,0,1
0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,10,2,10,0,0,0,10,0,11,10,0,4,61,0,0,1,11,20,0,93,1,76,2,28,106,16,29,19,0,0,8,201,0,39,14,0,0,6,6,1,51,0,0,1,0,1,3,0,0,0,9,0,0,7,79,0,87,9,47,17,2,14,2,1,0,3,0,0,0,0,0,4,1,4,1,6,0,17,1,0,17,0,0,1
1,1,0,6,1,1,0,1,7,352,8,9,1,0,2,13,0,28,7,56,0,13,13,206,0,41,28,23,14,949,4,4,0,28,211,0,114,1,290,144,78,190,1310,127,91,0,4,30,458360,0,208,138,25,0,2309,7,7,5419,0,0,0,15,6,1,5,0,3,110,0,0,43,829,0,972,38,1800,52,4,885,2,11,0,13,91,0,5,0,10,2,3,2,1,2,0,29,1,0,883,0,0,1
1,0,0,1,1,0,0,0,2,17,0,2,0,0,0,0,0,8,2,3,0,0,1,10,0,8,8,0,2,54,0,0,0,8,33,0,90,0,40,9,22,35,8,23,25,0,0,6,16,0,60,9,0,0,5,6,1,3964,0,0,0,0,1,2,0,0,0,3,0,0,5,41,0,18,5,23,15,0,3,0,1,0,3,0,0,0,0,0,2,1,2,0,2,0,3,1,0,8,0,0,1
1,1,0,1,1,1,0,0,2,88,0,2,1,0,0,0,0,9,2,5,0,0,1,30,0,9,9,0,2,100,0,0,0,9,30,0,93,0,90,21,26,99,8,47,49,0,0,7,26,0,54,33,4,0,12,6,4,137,0,0,0,0,1,2,0,0,1,26,0,0,7,78,0,35,9,40,19,0,14,0,1,0,3,12,0,1,0,0,2,1,2,1,3,0,3,2,0,14,0,0,1
1,0,0,7,1,1,0,1,5,261,8,7,1,1,3,10,0,24,11,58,0,10,13,96,0,36,24,4,10,591,1,1,3,26,99,0,110,2,227,59,51,264,8,162,119,0,3,9,109,0,287,155,16,0,39,7,7,1107,0,0,0,15,7,5,3,0,2,209,0,0,24,210,8,234,134,115,89,5,48,1,10,15,11,292,1,3,13,12,6,3,2,1,10,0,13,1,0,32,0,0,1
1,1,0,14,1,1,8,5,9,442,27,11,1,2,30,15,1,30,42,189,0,15,38,165,0,45,30,8,52,846,19,20,1,30,138,1,139,7,246,991,60,323,8,235,319,0,22,15,137,0,493,222,31,0,154,7,12,1527,0,1,0,25,8,1,9,0,7,220,0,0,31,265,0,274,458,207,200,3,69,3,25,35,25,242,0,7,50,18,12,12,2,3,4,0,61,3,8,27,0,0,1
1,0,0,1,1,1,0,6,4,589,1,4,1,0,12,5,0,15,3,12,0,5,5,133,0,20,15,5,4,376,0,0,0,15,107,0,98,6,200,88,38,200,8,143,134,0,0,7,60,0,236,144,21,0,89,6,10,949,0,0,0,3,1,1,3,0,5,131,0,0,12,146,0,90,19,64,40,6,34,0,4,0,3,88,0,6,0,0,2,1,2,1,2,0,4,1,0,15,0,0,1
1,0,0,13,1,1,0,0,6,200,12,6,1,2,13,18,0,31,39,194,0,18,18,143,0,49,31,10,14,705,7,7,1,31,70,0,121,13,217,204,68,307,8,196,130,0,11,9,170,0,186,176,9,0,62,7,7,1726,0,0,0,32,11,1,7,0,3,222,0,0,40,190,0,346,851,289,237,15,134,0,58,170,57,231,1,2,101,30,22,11,2,3,4,0,19,3,0,61,5,0,1
1,1,0,11,1,1,0,1,4,69,8,4,1,0,2,13,0,24,4,38,0,13,10,67,0,37,24,3,10,122,2,2,0,24,43,0,110,1,106,23,46,165,8,35,32,0,2,9,67,0,71,23,2,0,15,7,3,250,0,0,0,24,11,2,6,0,0,9,0,0,26,109,8,63,28,49,43,2,5,1,23,0,20,13,0,1,0,20,6,3,2,0,2,0,13,1,0,19,0,0,1
1,1,0,1,1,1,3,0,3,8,3,3,1,0,7647,4,1,19,3,15,0,4,5,25,0,23,19,22918,5,128272,1,1,0,19,50,0,102,7640,96,4,39,314,8,83,49,0,1,7650,130,0,190,69,8,0,305,6,5,77043,0,0,0,98,1,1,98,0,4,54,0,0,16,967,0,138,108,39,31,0,8,1,99,0,3,25,0,2,0,0,2,7639,2,1,2,0,6,1,0,15,0,0,1
1,0,0,1,1,0,0,0,0,125,0,0,0,0,0,1,0,9,1,3,0,1,0,55,0,10,9,0,2,57,0,0,0,9,22,0,93,0,85,49,24,166,8,31,35,0,0,6,18,0,42,14,0,0,8,6,1,163,0,0,0,0,1,1,0,0,0,8,0,0,6,41,0,18,5,22,27,0,3,1,1,0,3,0,2,0,0,0,2,1,2,1,2,0,3,1,0,8,0,0,1
1,1,0,5,1,1,0,0,4,152,12,4,1,0,12,12,0,28,3,48,0,12,16,98,1,40,28,14,15,289,5,5,0,28,57,0,116,9,179,49,56,250,8,102,58,0,5,20,81,0,93,90,4,1,14,6,5,476,0,0,0,10,3,2,6,0,1,103,0,0,27,162,0,59,25,60,54,5,18,3,9,0,7,10,0,1,0,4,4,8,2,2,4,0,17,3,2,15,0,0,1
1,0,0,15,1,1,0,1,5,246,16,11,1,0,7,21,0,43,10,80,0,21,19,186,0,70,43,8,18,2461,7,7,6,49,152,0,140,6,439,41,98,400,8,167,122,0,7,12,145,0,331,154,22,0,128,8,7,2820,0,0,0,35,13,13,11,0,4,137,0,0,48,503,8,553,70,177,99,12,72,1,24,0,23,84,1,4,0,24,14,7,2,2,27,0,23,2,0,63,0,0,1
1,1,0,11,1,1,0,0,4,395,1,4,1,0,1,12,0,26,4,32,0,12,3,147,0,38,26,2,3,882,0,0,0,26,117,0,112,1,228,83,61,327,8,495,144,0,0,8,171,0,438,495,28,0,110,7,14,3055,0,0,0,30,11,1,10,0,5,687,0,0,31,174,0,109,68,57,59,1,24,1,21,0,20,498,0,8,0,20,2,2,2,3,4,0,6,3,0,15,0,0,1
1,1,0,1,1,1,0,1,3,106,1,5,1,0,3,9,0,20,5,24,0,9,3,71,0,31,20,1,3,197,0,0,2,22,41,0,102,2,191,21,42,267,8,63,61,0,0,9,73,0,86,54,6,0,42,6,4,392,0,1,0,4,1,5,4,0,1,43,0,0,18,176,0,190,17,83,35,2,35,0,5,0,3,56,0,1,0,0,6,3,2,2,11,0,4,2,0,32,0,0,1
1,0,0,3,1,1,1,2,3,72,0,3,1,0,6,4,1,17,3,11,0,4,2,40,0,21,17,0,2,219,0,0,0,17,56,0,101,2,114,18,32,200,8,73,65,0,0,12,59,0,107,64,9,0,23,6,4,575,0,0,0,3,3,1,1,0,2,51,0,0,14,121,0,65,10,59,27,2,21,0,10,0,10,58,0,2,0,4,8,2,2,1,2,0,7,1,0,25,1,0,1
1,2,0,7,1,1,0,3,9,609,20,12,1,5,6,25,0,38,22,324,0,25,25,265,0,64,38,11,32,1669,12,14,2,39,228,0,142,3,473,141,73,847,131,543,591,0,18,21,428,1,741,557,46,0,232,9,15,2862,0,4,2,14,5,1,6,0,9,708,0,0,36,397,0,271,218,248,758,1,73,0,11,30,6,275,1,12,16,8,8,15,8,2,3,0,107,2,0,73,0,0,1
1,0,0,5,1,1,0,1,5,214,6,6,1,0,2,13,0,23,3,51,0,13,8,99,0,36,23,3,9,150,2,2,0,23,43,0,105,1,162,46,46,196,8,53,59,0,2,12,41,0,93,46,3,0,16,7,4,330,0,0,0,12,5,1,4,0,0,38,0,0,25,140,0,64,26,63,63,1,22,1,9,0,10,22,0,2,0,8,15,3,2,1,2,0,11,1,0,18,0,0,1
1,0,0,1,1,1,0,0,3,203,1,5,1,0,1,2,0,12,5,11,0,2,3,79,0,16,12,1,3,169,0,0,2,14,46,0,94,1,189,49,31,212,8,70,60,0,0,8,58,0,104,60,8,0,18,6,5,397,0,0,0,1,1,6,1,0,1,47,0,0,9,141,0,175,13,75,31,3,28,0,2,0,3,25,1,2,0,0,6,2,2,1,10,0,4,1,0,31,0,0,1
1,1,0,3,1,0,3,4,14,121,24,21,0,7,18,33,1,48,26,156,0,33,30,306,0,86,48,25,38,513,12,9,5,53,64,0,208,7,827,76,89,1198,427,49,126,0,15,16,600,4,325,26,0,0,133,15,1,1503,0,3,0,10,1,2,6,0,0,3,0,0,46,747,0,425,385,516,188,2,125,1,9,45,8,2,3,0,24,5,6,17,10,0,6,0,90,1,0,210,2,0,1
1,0,0,6,1,0,0,0,3,345,1,3,0,0,1,5,0,16,3,8,0,5,3,110,0,21,16,1,3,140,0,0,0,16,58,0,98,1,158,93,33,238,8,25,23,0,0,8,63,0,94,17,6,0,17,6,1,296,0,0,0,10,6,2,3,0,0,3,0,0,13,93,0,67,8,60,18,0,15,0,18,0,15,4,0,0,0,10,8,2,2,0,2,0,4,1,0,25,0,0,1
1,0,0,10,1,1,0,1,4,186,7,4,1,0,2,12,0,23,4,40,0,12,9,82,0,35,23,3,9,136,2,2,0,23,41,0,109,1,151,35,49,224,8,57,75,0,2,8,48,0,84,51,6,0,19,7,3,328,0,0,0,22,10,1,4,0,1,42,0,0,26,135,8,62,31,55,62,1,16,1,14,0,16,33,0,1,0,18,15,3,2,1,2,0,12,1,0,15,0,0,1
1,0,0,10,1,1,0,1,5,33,11,5,1,0,4,15,0,27,4,58,0,15,15,61,0,42,27,3,14,170,3,3,0,27,51,0,113,3,130,5,52,201,8,58,35,0,3,9,52,0,93,47,4,0,47,7,4,239,0,2,0,22,9,1,4,0,1,40,0,0,31,146,8,62,33,60,64,6,15,1,13,0,14,17,0,1,0,18,2,4,2,2,3,0,16,2,0,15,0,0,1
1,0,0,11,1,1,0,1,4,320,9,10,1,0,5,12,0,29,10,62,0,12,11,160,0,47,29,6,11,445,2,2,6,35,107,0,115,4,401,58,73,375,8,163,133,0,2,11,138,0,261,152,22,0,66,7,8,1150,0,0,0,25,11,13,5,0,3,144,0,0,34,370,8,546,54,188,100,4,93,1,16,0,19,124,0,5,0,20,96,5,2,1,26,0,14,1,0,63,0,0,1
1,1,0,1,1,1,0,2,4,183,2,6,1,2,5,3,0,16,17,48,0,3,7,112,0,21,16,3,4,320,1,1,3,18,64,0,100,3,239,117,39,196,8,69,69,0,5,11,62,0,132,62,14,0,61,6,4,490,0,1,0,5,1,5,5,0,1,42,0,0,13,177,0,251,239,136,76,1,63,0,6,50,3,21,0,2,26,0,6,4,2,1,10,0,5,1,0,33,0,0,1
1,0,0,1,1,1,0,1,7,126,1,7,1,0,2,3,0,36,6,27,0,3,4,62,0,39,36,1,4,226,1,1,0,36,52,0,119,1,217,24,251,299,32,347,189,0,3,10,1343,0,365,385,19,0,43,6,19,4675,0,0,0,1,1,2,4,0,0,858,12,2,38,180,0,586,89,586,41,3,38,1,3,5,3,49,1,3,0,0,34,4,2,7,9,0,16,8,0,524,10,12,1
1,1,0,1,1,1,0,0,5,171,0,13,1,0,7,10,0,55,66,62,0,10,2,344,0,73,55,4,4,671,2,2,8,63,103,0,203,7,727,46,921,564,116,9694,614,0,6,17,4108,0,3407,9727,127,0,105,6,221,104995,0,0,0,112,1,18,43,0,4,17744,12,7,59,613,0,1662,641,380,116,5,106,0,42,25,27,359,9,4,0,24,22,10,2,8,42,0,25,9,0,133,10,12,1
1,0,0,20,1,1,0,2,6,275,11,8,1,0,7,19,0,49,6,66,0,19,15,131,0,70,49,4,13,341,5,5,0,51,67,0,139,5,283,47,215,422,32,144,170,0,7,15,181,0,210,136,12,0,48,7,16,1324,0,0,0,54,16,8,19,0,3,191,9,2,56,287,22,253,151,112,60,12,37,1,42,5,39,91,3,2,0,34,10,7,2,6,17,0,25,8,0,37,8,10,1
1,0,0,1,1,0,0,0,0,22,0,0,0,0,0,1,0,25,1,19,0,1,0,15,0,26,25,0,2,80,0,0,0,25,28,0,107,0,84,11,176,114,17,41,60,0,0,7,58,0,74,36,2,0,23,6,11,416,0,0,1,0,1,4,1,0,0,60,8,0,26,81,0,24,68,32,23,1,6,0,2,0,3,0,1,0,0,0,2,3,2,4,8,0,10,7,0,12,8,10,1
1,0,0,3,1,1,1,2,3,135,0,3,1,0,6,7,1,17,3,11,0,7,2,49,0,24,17,0,2,208,0,0,0,17,56,0,101,2,114,18,32,308,8,68,93,0,0,12,53,0,100,59,9,0,24,6,4,893,0,0,0,3,3,1,1,0,2,45,0,0,14,123,0,65,10,59,27,2,21,0,10,0,10,38,0,2,0,4,8,2,2,1,2,0,7,1,0,25,0,0,1
1,1,0,11,1,1,0,1,10,5752,6,12,1,0,2,8,0,50,10,78,0,8,11,1507,0,58,50,14,14,3692,5,4,0,50,2237,0,141,1,1681,1437,273,479,1605,394,233,0,8,12,539199,0,606,419,22,0,7726,7,18,65588,0,0,0,25,11,2,8,0,2,1278,12,6,55,10449,16,2784,232,3775,84,5,1079,2,17,20,23,45,0,2,0,20,80,5,2,7,9,0,39,8,0,2651,10,12,1
1,1,0,1,1,1,0,0,4,157,3,4,1,0,6797,5,0,42,3,30,0,5,6,83,0,47,42,20384,5,114226,1,1,0,42,105,0,125,6796,237,27,241,472,32,2762,206,0,3,6813,3078,0,711,2790,25,0,279,6,21,88582,0,0,0,98,1,3,101,0,4,3584,12,2,44,912,0,1433,189,1316,48,1,54,2,100,5,3,119,1,4,0,0,67,6799,2,6,9,0,13,8,0,1240,10,12,1
1,0,0,2,1,1,0,0,6,352,1,6,1,0,3,8,1,44,80,51,0,8,4,276,0,52,44,0,5,562,2,0,0,44,78,1,142,1,426,60,596,260,108,1028,1393,0,4,9,4925,0,3463,1043,166,0,48,6,335,41940,0,0,0,56,1,2,19,0,2,8156,14,7,47,251,0,502,1081,283,88,5,34,0,20,25,21,439,2,2,0,14,8,3,2,8,10,0,17,9,0,70,11,12,1
1,1,1,365,1,1,0,1,15,121,10,26,1,0,6,10,0,53,10,90,0,10,15,139,1,63,53,24,20,416,7,5,0,53,75,0,149,4,318,39,314,494,89,1301,278,0,9,17,2508,0,750,1320,21,1,113,7,40,14417,1,0,0,23,4,3,11,0,3,3191,14,6,62,310,4,997,235,985,87,5,50,3,15,20,15,783,1,3,0,8,46,7,2,10,13,0,57,12,2,881,11,12,1
1,1,0,19,1,1,13,4,12,235,24,17,1,4,36,18,1,34,59,107,0,18,28,180,0,54,34,10,80,616,16,16,2,36,64,0,151,7,506,38,79,859,231,123,134,0,16,17,483,2,376,103,11,0,52,11,5,789,0,1,2,29,11,2,9,0,5,82,0,0,37,479,0,341,130,399,155,4,69,6,20,0,19,75,0,2,0,20,10,8,10,1,3,0,79,2,0,120,0,0,1
1,1,0,19,1,1,0,1,7,344,19,9,1,1,5,36,0,54,15,155,0,36,27,212,0,92,54,5,22,369,10,10,1,56,118,0,147,4,337,410,89,344,8,117,173,0,12,10,127,0,257,98,12,0,108,7,6,801,0,0,0,45,17,6,13,0,3,97,0,0,57,315,14,284,263,145,161,16,63,1,30,20,20,97,1,3,25,32,6,4,2,2,11,0,28,2,0,25,0,0,1
0,0,0,3,0,0,0,1,1,12,4,1,0,1,3,12,0,21,8,65,0,12,6,47,0,33,21,5,9,152,2,3,1,21,37,0,111,2,80,15,46,107,8,46,28,0,5,6,44,0,71,35,0,0,18,7,2,138,0,0,0,7,3,1,3,0,0,26,0,0,19,90,0,57,84,54,67,4,12,0,7,15,5,2,0,0,8,5,6,3,2,2,3,0,28,2,0,14,1,0,1
1,0,0,1,1,1,0,0,0,33,0,0,1,0,0,1,0,25,1,20,0,1,0,21,0,26,25,0,2,88,0,0,0,25,23,0,107,0,90,17,176,140,17,44,64,0,0,8,61,0,70,37,5,0,20,6,14,430,0,0,1,0,1,4,1,0,0,64,8,0,26,71,0,27,70,32,27,1,6,0,2,0,3,3,1,2,0,0,2,3,2,4,8,0,10,7,0,12,8,10,1
1,1,0,5,1,1,0,3,10,374,10,14,1,4,6,197,0,209,18,467,0,197,15,781,0,408,209,8,19,1068,5,6,3,211,277,0,320,3,1086,121,246,838,224,336,107,1,10,15,464,2,440,321,17,0,106,11,8,1718,0,3,0,10,4,1,4,0,4,474,0,0,207,987,0,253,229,303,506,7,85,0,8,30,6,92,1,4,15,6,6,9,6,2,3,0,66,2,0,117,0,0,1
1,0,0,1,1,1,0,0,5,416,2,17,1,1,8,10,0,44,22,81,0,10,10,202,0,66,44,8,4,924,1,1,13,56,130,0,126,6,634,262,232,533,32,369,476,0,5,15,330,0,478,375,39,0,117,6,21,2916,0,0,0,6,1,27,8,0,8,471,9,2,45,623,0,1660,299,311,121,1,153,0,8,20,3,429,0,7,23,0,26,9,2,5,56,0,12,7,0,115,8,10,1
1,0,0,14,1,1,0,1,6,198,18,6,1,0,6,25,0,53,4,91,0,25,22,134,0,78,53,12,20,279,7,7,0,53,72,0,143,5,247,43,218,348,32,111,122,0,9,10,99,0,177,104,9,0,72,7,15,934,0,3,0,26,11,3,8,0,1,136,9,2,60,232,8,85,106,81,93,9,21,1,18,5,18,31,0,1,0,20,2,6,2,6,9,0,32,8,0,18,8,10,1
1,1,0,14,1,1,1,2,6,252,8,25,1,1,11,37,0,52,10,108,0,37,13,210,0,89,52,48,16,371,2,2,1,52,138,0,176,6,330,68,128,400,72,102,130,0,4,12,324,0,198,101,11,0,115,14,9,603,0,0,0,23,12,2,5,0,0,72,0,0,52,301,8,163,125,170,96,7,47,0,17,15,21,74,0,3,8,14,6,9,2,2,4,0,15,3,0,78,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,0,0,0,2,0,8,8,0,2,36,0,0,0,8,24,0,90,0,32,1,21,38,8,19,10,0,0,4,16,0,46,9,0,0,4,6,1,25,0,0,0,0,1,2,0,0,0,3,0,0,5,29,0,18,5,22,11,0,3,0,1,0,3,0,0,0,0,0,2,1,2,0,2,0,3,1,0,8,0,0,1
1,1,0,20,1,1,0,1,3,323,6,5,1,0,2,11,0,53,9,178,0,11,8,175,0,66,53,34,27,1485,6,4,0,55,112,0,146,1,393,51,303,470,108,1607,311,0,8,21,2496,0,877,1639,30,0,69,8,40,17746,0,0,0,55,20,8,15,0,0,3237,14,6,63,379,0,1063,300,897,113,6,59,2,32,20,43,206,1,3,0,40,42,5,2,8,19,0,125,10,0,775,11,12,1
1,0,1,367,1,1,0,1,6,333,1,6,1,2,3,4,0,37,18,83,0,4,10,131,1,41,37,3,3,470,0,0,1,37,65,0,124,2,282,141,235,420,32,764,224,0,6,10,3169,0,1899,793,25,1,49,7,22,19715,0,0,0,15,7,2,6,0,2,4279,12,2,42,223,8,671,397,644,99,2,69,1,11,50,11,888,1,4,36,12,32,4,2,7,9,0,13,8,0,534,10,12,1
1,1,0,24,1,1,0,1,7,104,7,7,1,1,20,25,0,53,43,425,0,25,48,141,0,78,53,57,9,822,1,1,1,53,62,0,139,19,254,488,228,532,37,85,142,0,5,9,427,0,167,87,8,0,51,7,13,1216,0,0,0,48,24,3,21,0,1,95,8,2,56,282,8,520,1534,453,476,4,239,1,99,20,99,47,1,1,183,46,38,4,2,5,8,0,19,7,0,111,8,10,1
1,1,0,3,1,1,3,0,0,68,7,0,1,0,3945,13,1,30,1,54,0,13,8,81,0,43,30,11809,10,65193,6,7,0,30,73,0,116,3938,158,29,58,359,8,83,48,0,7,3945,100,0,134,70,5,0,124,6,5,39271,0,0,0,56,2,1,54,0,0,45,0,0,29,428,0,105,68,53,50,5,9,1,56,0,5,25,0,1,0,2,2,3939,2,3,4,0,12,3,0,23,0,0,1
1,0,0,10,1,1,0,1,5,292,8,5,1,1,2,11,0,24,8,60,0,11,12,117,0,35,24,3,10,328,2,2,1,24,74,0,110,1,193,85,45,334,8,144,104,0,4,9,65,0,167,94,15,0,93,7,5,703,0,0,0,24,10,1,6,0,3,88,0,0,25,140,12,97,130,75,87,1,26,1,16,15,15,74,0,3,11,18,2,2,2,1,2,0,13,1,0,16,0,0,1
1,1,1,380,1,1,0,1,8,212,6,10,1,0,2,7,0,18,21,140,0,7,10,70,1,25,18,35,26,417,2,2,4,18,44,0,104,1,137,35,39,370,8,90,59,0,2,8,418,0,306,85,10,1,64,7,7,1235,0,0,0,46,20,1,8,0,2,514,0,0,18,120,2,133,94,117,81,5,29,2,28,0,27,778,0,3,0,38,59,3,2,1,2,0,113,1,0,30,0,0,1
1,0,0,1,1,1,0,0,3,109,2,3,1,0,18,2,0,12,3,28,0,2,4,24,0,14,12,0,4,252,0,0,0,12,37,0,94,18,87,11,30,240,8,50,62,0,0,7,137,0,88,33,4,0,182,6,3,203,0,0,0,18,1,1,18,0,1,26,0,0,9,89,0,72,61,43,27,36,14,0,37,0,20,8,0,1,0,18,2,1,2,1,2,0,5,1,0,14,18,0,1
1,0,0,1,1,1,0,0,5,260,2,7,1,2,0,12,0,25,14,66,0,12,12,119,1,39,25,2,5,255,1,1,1,27,44,0,107,0,204,115,54,285,8,73,106,0,3,7,78,0,107,64,9,1,26,7,4,572,0,0,0,9,1,2,2,0,0,48,0,0,25,146,0,215,257,112,93,10,54,0,4,40,9,61,0,2,30,2,6,5,2,1,11,0,5,1,0,18,1,0,1
1,0,0,1,1,1,0,0,0,105,0,0,1,0,0,0,0,9,1,11,0,0,0,16,0,9,9,0,2,99,0,0,0,9,33,0,92,0,79,9,25,107,8,42,49,0,0,7,28,0,72,30,5,0,8,6,3,110,0,0,0,0,0,1,0,0,1,24,0,0,6,66,0,37,7,40,17,0,15,0,0,0,3,17,0,1,0,0,2,3,2,1,2,0,3,1,0,14,0,0,1
1,1,0,3,1,1,0,1,8,457,10,10,1,2,5,19,0,32,12,102,0,19,17,206,0,51,32,7,14,1681,3,3,1,32,133,0,122,4,283,156,65,474,8,410,155,0,7,9,78,0,313,363,23,0,92,7,10,1995,0,0,0,3,2,3,1,0,4,528,0,0,32,184,0,121,204,98,138,6,39,0,3,30,5,155,0,5,21,2,2,8,2,2,5,0,19,4,0,16,0,0,1
1,0,0,12,1,1,0,0,6,219,24,14,1,12,6,17,0,31,103,317,0,17,24,325,0,55,31,0,34,2851,18,13,8,38,81,0,203,6,1152,301,67,2074,3600,1115,251,0,16,18,1971,5,1755,1087,8,0,142,18,5,9098,0,10,6,27,12,9,5,0,1,1955,0,1,23,1078,0,836,1712,994,484,6,345,0,17,430,25,2054,0,2,177,22,4,2,25,1,12,0,132,1,0,332,0,0,1
1,0,0,18,1,1,0,0,4,256,1,4,1,0,4,3,0,16,3,30,0,3,4,98,0,19,16,2,3,595,0,0,0,16,84,0,98,4,166,78,32,298,8,256,91,0,0,10,119,0,282,242,13,0,42,6,6,2236,0,0,0,54,1,1,3,0,2,319,0,0,13,110,0,58,13,61,44,5,27,0,8,0,23,457,2,3,0,2,4,3,2,1,2,0,4,1,0,20,0,0,1
